id,case,arm,cohort,collaborationPolicy,collaborationVersion,workspaceMode,status,workerCount,peakActiveWorkers,initialThreeWorkersOverlapMs,naturalCompletedWorkers,cancelledWorkers,failedWorkers,timedOutWorkers,topologySatisfied,runtimeConfigurationSatisfied,comparisonProtocolSatisfied,hostDurationMs,investigationDurationMs,evaluationDurationMs,tokens,inputTokens,outputTokens,cacheReadTokens,cacheWriteTokens,estimatedCostUSD,rootOnlyTokens,rootOnlyEstimatedCostUSD,workerTokens,rootToolCalls,rootCodingToolCalls,rootGameToolCalls,rootCollaborationToolCalls,workerToolCalls,workerCodingToolCalls,workerGameToolCalls,workerCollaborationToolCalls,workspaceLockWaitMs,rootWorkspaceLockWaitMs,workerWorkspaceLockWaitMs,maximumWorkspaceLockWaitMs,rootModelRequests,workerModelRequests,rootModelRequestDurationSumMs,workerModelRequestDurationSumMs,performanceTelemetryComplete,rootFirstEditAt,rootFinalResponseAt,usageReconciled,usageOwnershipReconciled,multiSummaryMatches,usageIncomplete,allUsageEntriesPriced,actualBilledCost,acceptance,acceptanceRepeatedConsistently,patchVerified,patchSha256,sourceCheckoutUnchanged,rootGameLaunches,rootSuccessfulGameLaunches,rootFailedGameLaunches,rootUnknownGameLaunches,finalValidationLaunchAfterLastObservedEdit,rootPatchApplyCalls,providerRetries,toolResultErrors,sharedToolCalls,collaborationMessages,collaborationMessagesConsumed,collaborationDeliveryErrors,reportedUsageReconciled,completeUsageObserved,completeTotalTokens,completeEstimatedCostUSD,sdkReportedTokens,sdkReportedCostUSD,sdkReportedCostMeaning,actualProviderBillUSD,summarizationUsageCoverage,completeUsageMeaning,rootLastSuccessfulPreviewLaunchAt,rootSuccessfulPreviewLaunchAfterLastEditAt,previewMilestoneMeaning,previewMilestonesAvailableFromDerived,rootReportedTokens,workerReportedTokens,workerTurnCount,workerLatestStatuses,workerTurnStatuses,knownWorkspaceLockWaitSumMs,maximumKnownWorkspaceLockWaitMs,missingLockWaitRecords,missingExecutionRecords,endToEndDurationMs,abortedProviderMessages,zeroUsageAbortedProviderMessages,missingAssistantUsageMessages,sourceDerivedFields,usageCompletenessMeaning,completionTimeCensored,workerEstimatedCostUSD,independentBehaviorResultsConsistent,observedPassingAssertions,observedFailingAssertions,unobservedAssertions,failedBehaviorIds,independentAcceptanceCompletedAt,naturalCompletedWorkerTurns,cancelledWorkerTurns,rootWallClockLimitMs,sharedExecutionCallLimit,workerTurnTimeoutMs,workerTurnExecutionCallLimit,observedSupervisorSharedCalls,reconstructedChargedExecutionCalls,rootFollowupTaskCalls,workerWaitAgentCalls,workerSendMessageCalls,rootModelRequestCount,workerModelRequestCount,providerErrorMessages,zeroUsageProviderErrorMessages,providerErrorPartialOutputCharacters,providerErrorRequestDurationSumMs,compactionEntriesObserved,branchSummaryEntriesObserved,compactionMissingUsageConfirmed,compactionReviewAppliedAsCauseOfIncompleteness,rootToolOutcomeCounts,workerToolOutcomeCounts,allPersistedUsageEntriesIndependentlyPriced,pricingMismatches,clockMeaning,toolOutcomeMeaning,rootSuccessfulExplicitEditWriteCalls,workerSuccessfulExplicitEditWriteCalls,rootRetainedCodeFiles,workerRetainedCodeFiles,workerBashCallsManuallyReviewed,workerBashSourceWrites,workerImplementedFeatureDomains,workerRootAssignedReadOnlyCount,workerWaitAfterFirstMajorResultCalls,workerWaitSessionTimestampSumMs,collaborationSpeedupEstablished,rootImplementationReplacementEstablished
pr180-single,pr180,single,godot-capacity-multi-v1,adaptive,,single,completed,0,0,0,0,0,0,0,True,True,True,2452491,2438294,15751,29432255,1065339,90180,28276736,0,0.8868185200000004,29432255,0.8868185200000004,0,317,220,97,0,0,0,0,0,0,0,0,0,239,0,2196677.426805999,0,True,2026-09-14T04:00:01.378Z,2026-09-14T04:35:34.619Z,True,True,,True,True,,passed,True,True,dc5102a2aa29690a5cfdf91b9e7d7811213eb136c90ffe319ecf31a55d90cc0d,True,44,36,8,0,True,0,1,0,,,,,True,False,,,29432255,0.8868185200000004,Known SDK-reported lower bound; missing provider usage is not estimated,,"[{""actor"":""root"",""compactionEntries"":0,""branchSummaryEntries"":0,""summaryEntriesWithValidUsage"":0,""knownSummaryReportedTokens"":0,""knownSummarySdkReportedCostUSD"":0,""summaryEntriesMissingUsage"":0,""summaryEntriesInvalidUsage"":0,""summaryEntriesWithAllZeroUsage"":0,""compactionStartEvents"":0,""summarizationRetryScheduledEvents"":0,""failedOrAbortedCompactionEndEvents"":0,""nonCompletedModelRequestCount"":1,""unexplainedExtraRequestsLowerBound"":0,""persistedSummaryUsageIsAlreadyIncludedInSessionTotals"":true,""summaryAttemptUsageCoverage"":""no_summary_evidence"",""completeUsageCanBeAsserted"":false,""incompleteOrUnknownReasons"":[""noncompleted_model_requests_may_have_unreported_usage""],""discardedAttemptTokens"":null,""discardedAttemptCostUSD"":null}]",Complete only within observed persisted usage; any summarization evidence remains conservatively unknown without an attempt-to-usage mapping. Not provider billing completeness.,2026-09-14T04:34:13.616Z,2026-09-14T04:34:13.616Z,"Host request-start time for successful Preview launch after the last observed explicit Root edit/write, with successful stop and no failed observed query on that execution. A query need not occur. This is not feature acceptance; shell mutations and semantic validation scope require manual review.",True,29432255,0,0,{},{},0,0,0,0,2452522,0,0,0,"{""tokens"":29432255,""estimatedCostUSD"":0.8868185200000004,""rootOnlyTokens"":29432255,""rootOnlyEstimatedCostUSD"":0.8868185200000004,""workerTokens"":0,""usageIncomplete"":true,""completeUsageObserved"":null,""performanceTelemetryComplete"":true,""complete"":null,""rootFinalValidationAt"":""2026-09-14T04:34:13.616Z"",""rootLastSuccessfulGameLaunchAt"":""2026-09-14T04:34:13.616Z""}",Conservative public accounting: incomplete includes unknown attempt coverage; original derived flag retained under sourceDerivedFields.,False,0.0,True,37,0,0,[],2026-09-14T05:18:10.012Z,0,0,5400000,2048,2700000,512,,281,0,0,0,239,0,1,1,459,36813.91986100003,0,0,False,False,"{""bash"":{""calls"":32,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":32,""operationFailed"":0,""operationUnknown"":0},""edit"":{""calls"":51,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":51,""operationFailed"":0,""operationUnknown"":0},""find"":{""calls"":5,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":5,""operationFailed"":0,""operationUnknown"":0},""game_launch"":{""calls"":44,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":36,""operationFailed"":8,""operationUnknown"":0},""game_query"":{""calls"":17,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":17,""operationFailed"":0,""operationUnknown"":0},""game_stop"":{""calls"":36,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":36,""operationFailed"":0,""operationUnknown"":0},""grep"":{""calls"":17,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":17,""operationFailed"":0,""operationUnknown"":0},""ls"":{""calls"":3,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":3,""operationFailed"":0,""operationUnknown"":0},""read"":{""calls"":66,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":66,""operationFailed"":0,""operationUnknown"":0},""write"":{""calls"":46,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":46,""operationFailed"":0,""operationUnknown"":0}}",{},True,0,Wall-clock is wrapper invocation to exit; model/tool/lock sums can overlap. Neither Preview milestone is feature acceptance.,"transportErrors is the SDK isError flag, not a network-specific error classification. Non-game operation success only means this flag was false.",97,0,23,0,0,0,0,0,0,0,False,False
pr180-multi,pr180,multi,godot-capacity-multi-v1,adaptive,2,shared,completed,3,3,279438,3,0,0,0,True,True,True,2489496,2475023,15006,63908975,959695,169888,62779392,0,1.65139244,32528048,0.84020748,31380927,283,218,57,8,543,395,25,123,1147.1545359983756,289.8835879992366,857.270947999139,47.11738899999182,230,337,2340256.3951359997,1918622.5105749993,True,2026-09-14T04:41:21.111Z,2026-09-14T05:17:05.970Z,True,True,True,False,True,,passed,True,True,96e314ec2f103421b6ac9d51aaad78b6d86a4600dd4464269d17b707a3e9adeb,True,22,20,2,0,True,0,0,7,664,71,70,0,True,True,63908975,1.65139244,63908975,1.65139244,Observed SDK estimate; not provider invoice,,"[{""actor"":""root"",""compactionEntries"":0,""branchSummaryEntries"":0,""summaryEntriesWithValidUsage"":0,""knownSummaryReportedTokens"":0,""knownSummarySdkReportedCostUSD"":0,""summaryEntriesMissingUsage"":0,""summaryEntriesInvalidUsage"":0,""summaryEntriesWithAllZeroUsage"":0,""compactionStartEvents"":0,""summarizationRetryScheduledEvents"":0,""failedOrAbortedCompactionEndEvents"":0,""nonCompletedModelRequestCount"":0,""unexplainedExtraRequestsLowerBound"":0,""persistedSummaryUsageIsAlreadyIncludedInSessionTotals"":true,""summaryAttemptUsageCoverage"":""no_summary_evidence"",""completeUsageCanBeAsserted"":true,""incompleteOrUnknownReasons"":[],""discardedAttemptTokens"":null,""discardedAttemptCostUSD"":null},{""actor"":""worker-1"",""compactionEntries"":0,""branchSummaryEntries"":0,""summaryEntriesWithValidUsage"":0,""knownSummaryReportedTokens"":0,""knownSummarySdkReportedCostUSD"":0,""summaryEntriesMissingUsage"":0,""summaryEntriesInvalidUsage"":0,""summaryEntriesWithAllZeroUsage"":0,""compactionStartEvents"":0,""summarizationRetryScheduledEvents"":0,""failedOrAbortedCompactionEndEvents"":0,""nonCompletedModelRequestCount"":0,""unexplainedExtraRequestsLowerBound"":0,""persistedSummaryUsageIsAlreadyIncludedInSessionTotals"":true,""summaryAttemptUsageCoverage"":""no_summary_evidence"",""completeUsageCanBeAsserted"":true,""incompleteOrUnknownReasons"":[],""discardedAttemptTokens"":null,""discardedAttemptCostUSD"":null},{""actor"":""worker-2"",""compactionEntries"":0,""branchSummaryEntries"":0,""summaryEntriesWithValidUsage"":0,""knownSummaryReportedTokens"":0,""knownSummarySdkReportedCostUSD"":0,""summaryEntriesMissingUsage"":0,""summaryEntriesInvalidUsage"":0,""summaryEntriesWithAllZeroUsage"":0,""compactionStartEvents"":0,""summarizationRetryScheduledEvents"":0,""failedOrAbortedCompactionEndEvents"":0,""nonCompletedModelRequestCount"":0,""unexplainedExtraRequestsLowerBound"":0,""persistedSummaryUsageIsAlreadyIncludedInSessionTotals"":true,""summaryAttemptUsageCoverage"":""no_summary_evidence"",""completeUsageCanBeAsserted"":true,""incompleteOrUnknownReasons"":[],""discardedAttemptTokens"":null,""discardedAttemptCostUSD"":null},{""actor"":""worker-3"",""compactionEntries"":0,""branchSummaryEntries"":0,""summaryEntriesWithValidUsage"":0,""knownSummaryReportedTokens"":0,""knownSummarySdkReportedCostUSD"":0,""summaryEntriesMissingUsage"":0,""summaryEntriesInvalidUsage"":0,""summaryEntriesWithAllZeroUsage"":0,""compactionStartEvents"":0,""summarizationRetryScheduledEvents"":0,""failedOrAbortedCompactionEndEvents"":0,""nonCompletedModelRequestCount"":0,""unexplainedExtraRequestsLowerBound"":0,""persistedSummaryUsageIsAlreadyIncludedInSessionTotals"":true,""summaryAttemptUsageCoverage"":""no_summary_evidence"",""completeUsageCanBeAsserted"":true,""incompleteOrUnknownReasons"":[],""discardedAttemptTokens"":null,""discardedAttemptCostUSD"":null}]",Complete only within observed persisted usage; any summarization evidence remains conservatively unknown without an attempt-to-usage mapping. Not provider billing completeness.,2026-09-14T05:15:38.133Z,2026-09-14T05:15:38.133Z,"Host request-start time for successful Preview launch after the last observed explicit Root edit/write, with successful stop and no failed observed query on that execution. A query need not occur. This is not feature acceptance; shell mutations and semantic validation scope require manual review.",True,32528048,31380927,3,"{""completed"":3}","{""completed"":3}",1147.1545359983756,47.11738899999182,0,0,2489541,0,0,0,"{""tokens"":63908975,""estimatedCostUSD"":1.65139244,""rootOnlyTokens"":32528048,""rootOnlyEstimatedCostUSD"":0.84020748,""workerTokens"":31380927,""usageIncomplete"":false,""completeUsageObserved"":null,""performanceTelemetryComplete"":true,""complete"":null,""rootFinalValidationAt"":""2026-09-14T05:15:38.133Z"",""rootLastSuccessfulGameLaunchAt"":""2026-09-14T05:15:38.133Z""}",Conservative public accounting: incomplete includes unknown attempt coverage; original derived flag retained under sourceDerivedFields.,False,0.81118496,True,37,0,0,[],2026-09-14T05:18:25.019Z,3,0,5400000,2048,2700000,512,664,664,3,46,62,230,337,0,0,0,0,0,0,False,False,"{""bash"":{""calls"":28,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":28,""operationFailed"":0,""operationUnknown"":0},""edit"":{""calls"":90,""resultMissing"":0,""transportErrors"":7,""operationSucceeded"":83,""operationFailed"":7,""operationUnknown"":0},""find"":{""calls"":1,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":1,""operationFailed"":0,""operationUnknown"":0},""followup_task"":{""calls"":3,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":3,""operationFailed"":0,""operationUnknown"":0},""game_launch"":{""calls"":22,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":20,""operationFailed"":2,""operationUnknown"":0},""game_query"":{""calls"":15,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":15,""operationFailed"":0,""operationUnknown"":0},""game_stop"":{""calls"":20,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":20,""operationFailed"":0,""operationUnknown"":0},""grep"":{""calls"":9,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":9,""operationFailed"":0,""operationUnknown"":0},""list_agents"":{""calls"":2,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":2,""operationFailed"":0,""operationUnknown"":0},""ls"":{""calls"":1,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":1,""operationFailed"":0,""operationUnknown"":0},""read"":{""calls"":58,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":58,""operationFailed"":0,""operationUnknown"":0},""spawn_agent"":{""calls"":3,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":3,""operationFailed"":0,""operationUnknown"":0},""write"":{""calls"":31,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":31,""operationFailed"":0,""operationUnknown"":0}}","{""bash"":{""calls"":111,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":111,""operationFailed"":0,""operationUnknown"":0},""find"":{""calls"":15,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":15,""operationFailed"":0,""operationUnknown"":0},""game_launch"":{""calls"":11,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":8,""operationFailed"":3,""operationUnknown"":0},""game_query"":{""calls"":5,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":4,""operationFailed"":1,""operationUnknown"":0},""game_stop"":{""calls"":9,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":8,""operationFailed"":1,""operationUnknown"":0},""grep"":{""calls"":51,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":51,""operationFailed"":0,""operationUnknown"":0},""list_agents"":{""calls"":15,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":15,""operationFailed"":0,""operationUnknown"":0},""ls"":{""calls"":3,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":3,""operationFailed"":0,""operationUnknown"":0},""read"":{""calls"":215,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":215,""operationFailed"":0,""operationUnknown"":0},""send_message"":{""calls"":62,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":62,""operationFailed"":0,""operationUnknown"":0},""wait_agent"":{""calls"":46,""resultMissing"":0,""transportErrors"":0,""operationSucceeded"":46,""operationFailed"":0,""operationUnknown"":0}}",True,0,Wall-clock is wrapper invocation to exit; model/tool/lock sums can overlap. Neither Preview milestone is feature acceptance.,"transportErrors is the SDK isError flag, not a network-specific error classification. Non-game operation success only means this flag was false.",114,0,32,0,111,0,0,3,46,460120,False,False
